09:16:57.215 INFO  [main] org.apache.spark.SparkContext - Running Spark version 2.2.3
09:16:59.509 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@352c308{/jobs/job,null,AVAILABLE,@Spark}
09:16:59.509 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@5dda6f9{/jobs/job/json,null,AVAILABLE,@Spark}
09:16:59.509 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@54afd745{/stages,null,AVAILABLE,@Spark}
09:16:59.509 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@fff25f1{/stages/json,null,AVAILABLE,@Spark}
09:16:59.509 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@263f04ca{/stages/stage,null,AVAILABLE,@Spark}
09:16:59.509 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@f31c0c6{/stages/stage/json,null,AVAILABLE,@Spark}
09:16:59.509 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@4a9419d7{/stages/pool,null,AVAILABLE,@Spark}
09:16:59.509 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@2e8ab815{/stages/pool/json,null,AVAILABLE,@Spark}
09:16:59.509 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@d1f74b8{/storage,null,AVAILABLE,@Spark}
09:16:59.509 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@3a0807b7{/storage/json,null,AVAILABLE,@Spark}
09:16:59.509 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@5769e7ae{/storage/rdd,null,AVAILABLE,@Spark}
09:16:59.509 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@26b894bd{/storage/rdd/json,null,AVAILABLE,@Spark}
09:16:59.509 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@30b34287{/environment,null,AVAILABLE,@Spark}
09:16:59.509 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@3676ac27{/environment/json,null,AVAILABLE,@Spark}
09:16:59.509 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@48f5bde6{/executors,null,AVAILABLE,@Spark}
09:16:59.509 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@5149f008{/executors/json,null,AVAILABLE,@Spark}
09:16:59.525 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@158d255c{/executors/threadDump,null,AVAILABLE,@Spark}
09:16:59.525 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@327120c8{/executors/threadDump/json,null,AVAILABLE,@Spark}
09:16:59.525 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@2b5cb9b2{/static,null,AVAILABLE,@Spark}
09:16:59.525 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@120f38e6{/,null,AVAILABLE,@Spark}
09:16:59.525 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@702ed190{/api,null,AVAILABLE,@Spark}
09:16:59.525 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@5a4bef8{/jobs/job/kill,null,AVAILABLE,@Spark}
09:16:59.525 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@2449cff7{/stages/stage/kill,null,AVAILABLE,@Spark}
09:16:59.540 INFO  [main] org.apache.spark.ui.SparkUI - Bound SparkUI to 0.0.0.0, and started at http://172.16.2.246:4040
09:16:59.618 INFO  [main] org.apache.spark.executor.Executor - Starting executor ID driver on host localhost
09:16:59.634 INFO  [main] org.apache.spark.util.Utils - Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 51199.
09:16:59.650 INFO  [main] org.apache.spark.network.netty.NettyBlockTransferService - Server created on 172.16.2.246:51199
09:16:59.650 INFO  [main] org.apache.spark.storage.BlockManager - Using org.apache.spark.storage.RandomBlockReplicationPolicy for block replication policy
09:16:59.681 INFO  [main] org.apache.spark.storage.BlockManagerMaster - Registering BlockManager BlockManagerId(driver, 172.16.2.246, 51199, None)
09:16:59.681 INFO  [dispatcher-event-loop-2] org.apache.spark.storage.BlockManagerMasterEndpoint - Registering block manager 172.16.2.246:51199 with 1954.5 MB RAM, BlockManagerId(driver, 172.16.2.246, 51199, None)
09:16:59.681 INFO  [main] org.apache.spark.storage.BlockManagerMaster - Registered BlockManager BlockManagerId(driver, 172.16.2.246, 51199, None)
09:16:59.681 INFO  [main] org.apache.spark.storage.BlockManager - Initialized BlockManager: BlockManagerId(driver, 172.16.2.246, 51199, None)
09:16:59.822 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@36bc415e{/metrics/json,null,AVAILABLE,@Spark}
09:16:59.900 INFO  [main] org.apache.spark.sql.internal.SharedState - Setting hive.metastore.warehouse.dir ('null') to the value of spark.sql.warehouse.dir ('file:/E:/IdeaProjects/practice/spark-warehouse/').
09:16:59.900 INFO  [main] org.apache.spark.sql.internal.SharedState - Warehouse path is 'file:/E:/IdeaProjects/practice/spark-warehouse/'.
09:16:59.916 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@4bdc8b5d{/SQL,null,AVAILABLE,@Spark}
09:16:59.916 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@5f14a673{/SQL/json,null,AVAILABLE,@Spark}
09:16:59.916 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@5467eea4{/SQL/execution,null,AVAILABLE,@Spark}
09:16:59.916 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@7a799159{/SQL/execution/json,null,AVAILABLE,@Spark}
09:16:59.916 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@76b224cd{/static/sql,null,AVAILABLE,@Spark}
09:17:00.650 INFO  [main] org.apache.spark.sql.execution.streaming.state.StateStoreCoordinatorRef - Registered StateStoreCoordinator endpoint
09:17:00.702 WARN  [main] org.apache.spark.sql.execution.streaming.TextSocketSourceProvider - The socket source should not be used for production applications! It does not support recovery.
09:17:01.948 INFO  [Thread-1] org.apache.spark.SparkContext - Invoking stop() from shutdown hook
09:17:01.964 INFO  [Thread-1] org.spark_project.jetty.server.AbstractConnector - Stopped Spark@71f67a79{HTTP/1.1,[http/1.1]}{0.0.0.0:4040}
09:17:01.964 INFO  [Thread-1] org.apache.spark.ui.SparkUI - Stopped Spark web UI at http://172.16.2.246:4040
09:17:01.964 INFO  [dispatcher-event-loop-7] org.apache.spark.MapOutputTrackerMasterEndpoint - MapOutputTrackerMasterEndpoint stopped!
09:17:01.980 INFO  [Thread-1] org.apache.spark.storage.memory.MemoryStore - MemoryStore cleared
09:17:01.980 INFO  [Thread-1] org.apache.spark.storage.BlockManager - BlockManager stopped
09:17:01.980 INFO  [Thread-1] org.apache.spark.storage.BlockManagerMaster - BlockManagerMaster stopped
09:17:01.980 INFO  [dispatcher-event-loop-4] org.apache.spark.scheduler.OutputCommitCoordinator$OutputCommitCoordinatorEndpoint - OutputCommitCoordinator stopped!
09:17:01.980 INFO  [Thread-1] org.apache.spark.SparkContext - Successfully stopped SparkContext
09:17:01.980 INFO  [Thread-1] org.apache.spark.util.ShutdownHookManager - Shutdown hook called
09:17:01.980 INFO  [Thread-1] org.apache.spark.util.ShutdownHookManager - Deleting directory C:\Users\user\AppData\Local\Temp\spark-0f0ff0f8-eae2-4790-b591-d19c37408886
09:17:33.249 INFO  [main] org.apache.spark.SparkContext - Running Spark version 2.2.3
09:17:33.767 INFO  [main] org.apache.spark.SparkContext - Submitted application: demo
09:17:33.796 INFO  [main] org.apache.spark.SecurityManager - Changing view acls to: user
09:17:33.797 INFO  [main] org.apache.spark.SecurityManager - Changing modify acls to: user
09:17:33.798 INFO  [main] org.apache.spark.SecurityManager - Changing view acls groups to: 
09:17:33.798 INFO  [main] org.apache.spark.SecurityManager - Changing modify acls groups to: 
09:17:33.799 INFO  [main] org.apache.spark.SecurityManager - SecurityManager: authentication disabled; ui acls disabled; users  with view permissions: Set(user); groups with view permissions: Set(); users  with modify permissions: Set(user); groups with modify permissions: Set()
09:17:34.300 INFO  [main] org.apache.spark.util.Utils - Successfully started service 'sparkDriver' on port 51255.
09:17:34.313 INFO  [main] org.apache.spark.SparkEnv - Registering MapOutputTracker
09:17:34.327 INFO  [main] org.apache.spark.SparkEnv - Registering BlockManagerMaster
09:17:34.330 INFO  [main] org.apache.spark.storage.BlockManagerMasterEndpoint - Using org.apache.spark.storage.DefaultTopologyMapper for getting topology information
09:17:34.330 INFO  [main] org.apache.spark.storage.BlockManagerMasterEndpoint - BlockManagerMasterEndpoint up
09:17:34.339 INFO  [main] org.apache.spark.storage.DiskBlockManager - Created local directory at C:\Users\user\AppData\Local\Temp\blockmgr-b5959bd5-3423-4227-bb92-628889249136
09:17:34.360 INFO  [main] org.apache.spark.storage.memory.MemoryStore - MemoryStore started with capacity 1954.5 MB
09:17:34.396 INFO  [main] org.apache.spark.SparkEnv - Registering OutputCommitCoordinator
09:17:34.451 INFO  [main] org.spark_project.jetty.util.log - Logging initialized @2546ms
09:17:34.495 INFO  [main] org.spark_project.jetty.server.Server - jetty-9.3.z-SNAPSHOT
09:17:34.508 INFO  [main] org.spark_project.jetty.server.Server - Started @2604ms
09:17:34.527 INFO  [main] org.spark_project.jetty.server.AbstractConnector - Started ServerConnector@4263b080{HTTP/1.1,[http/1.1]}{0.0.0.0:4040}
09:17:34.528 INFO  [main] org.apache.spark.util.Utils - Successfully started service 'SparkUI' on port 4040.
09:17:34.545 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@411341bd{/jobs,null,AVAILABLE,@Spark}
09:17:34.546 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@41beb473{/jobs/json,null,AVAILABLE,@Spark}
09:17:34.546 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@13006998{/jobs/job,null,AVAILABLE,@Spark}
09:17:34.547 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@7d373bcf{/jobs/job/json,null,AVAILABLE,@Spark}
09:17:34.547 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@5dda6f9{/stages,null,AVAILABLE,@Spark}
09:17:34.547 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@54afd745{/stages/json,null,AVAILABLE,@Spark}
09:17:34.547 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@fff25f1{/stages/stage,null,AVAILABLE,@Spark}
09:17:34.548 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@5a021cb9{/stages/stage/json,null,AVAILABLE,@Spark}
09:17:34.549 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@f31c0c6{/stages/pool,null,AVAILABLE,@Spark}
09:17:34.549 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@4a9419d7{/stages/pool/json,null,AVAILABLE,@Spark}
09:17:34.550 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@2e8ab815{/storage,null,AVAILABLE,@Spark}
09:17:34.551 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@d1f74b8{/storage/json,null,AVAILABLE,@Spark}
09:17:34.552 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@3a0807b7{/storage/rdd,null,AVAILABLE,@Spark}
09:17:34.553 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@5769e7ae{/storage/rdd/json,null,AVAILABLE,@Spark}
09:17:34.554 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@26b894bd{/environment,null,AVAILABLE,@Spark}
09:17:34.554 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@30b34287{/environment/json,null,AVAILABLE,@Spark}
09:17:34.554 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@3676ac27{/executors,null,AVAILABLE,@Spark}
09:17:34.555 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@48f5bde6{/executors/json,null,AVAILABLE,@Spark}
09:17:34.555 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@5149f008{/executors/threadDump,null,AVAILABLE,@Spark}
09:17:34.556 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@158d255c{/executors/threadDump/json,null,AVAILABLE,@Spark}
09:17:34.560 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@327120c8{/static,null,AVAILABLE,@Spark}
09:17:34.561 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@2555fff0{/,null,AVAILABLE,@Spark}
09:17:34.562 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@120f38e6{/api,null,AVAILABLE,@Spark}
09:17:34.562 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@70e29e14{/jobs/job/kill,null,AVAILABLE,@Spark}
09:17:34.563 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@5a4bef8{/stages/stage/kill,null,AVAILABLE,@Spark}
09:17:34.565 INFO  [main] org.apache.spark.ui.SparkUI - Bound SparkUI to 0.0.0.0, and started at http://172.16.2.246:4040
09:17:34.639 INFO  [main] org.apache.spark.executor.Executor - Starting executor ID driver on host localhost
09:17:34.655 INFO  [main] org.apache.spark.util.Utils - Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 51276.
09:17:34.655 INFO  [main] org.apache.spark.network.netty.NettyBlockTransferService - Server created on 172.16.2.246:51276
09:17:34.660 INFO  [main] org.apache.spark.storage.BlockManager - Using org.apache.spark.storage.RandomBlockReplicationPolicy for block replication policy
09:17:34.681 INFO  [main] org.apache.spark.storage.BlockManagerMaster - Registering BlockManager BlockManagerId(driver, 172.16.2.246, 51276, None)
09:17:34.683 INFO  [dispatcher-event-loop-2] org.apache.spark.storage.BlockManagerMasterEndpoint - Registering block manager 172.16.2.246:51276 with 1954.5 MB RAM, BlockManagerId(driver, 172.16.2.246, 51276, None)
09:17:34.685 INFO  [main] org.apache.spark.storage.BlockManagerMaster - Registered BlockManager BlockManagerId(driver, 172.16.2.246, 51276, None)
09:17:34.686 INFO  [main] org.apache.spark.storage.BlockManager - Initialized BlockManager: BlockManagerId(driver, 172.16.2.246, 51276, None)
09:17:34.816 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@6d367020{/metrics/json,null,AVAILABLE,@Spark}
09:17:34.874 INFO  [main] org.apache.spark.sql.internal.SharedState - Setting hive.metastore.warehouse.dir ('null') to the value of spark.sql.warehouse.dir ('file:/E:/IdeaProjects/practice/spark-warehouse/').
09:17:34.874 INFO  [main] org.apache.spark.sql.internal.SharedState - Warehouse path is 'file:/E:/IdeaProjects/practice/spark-warehouse/'.
09:17:34.879 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@4c9e38{/SQL,null,AVAILABLE,@Spark}
09:17:34.879 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@4bdc8b5d{/SQL/json,null,AVAILABLE,@Spark}
09:17:34.880 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@c4c0b41{/SQL/execution,null,AVAILABLE,@Spark}
09:17:34.880 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@5467eea4{/SQL/execution/json,null,AVAILABLE,@Spark}
09:17:34.881 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@53093491{/static/sql,null,AVAILABLE,@Spark}
09:17:35.516 INFO  [main] org.apache.spark.sql.execution.streaming.state.StateStoreCoordinatorRef - Registered StateStoreCoordinator endpoint
09:17:35.543 WARN  [main] org.apache.spark.sql.execution.streaming.TextSocketSourceProvider - The socket source should not be used for production applications! It does not support recovery.
09:17:36.662 INFO  [Thread-1] org.apache.spark.SparkContext - Invoking stop() from shutdown hook
09:17:36.666 INFO  [Thread-1] org.spark_project.jetty.server.AbstractConnector - Stopped Spark@4263b080{HTTP/1.1,[http/1.1]}{0.0.0.0:4040}
09:17:36.668 INFO  [Thread-1] org.apache.spark.ui.SparkUI - Stopped Spark web UI at http://172.16.2.246:4040
09:17:36.674 INFO  [dispatcher-event-loop-7] org.apache.spark.MapOutputTrackerMasterEndpoint - MapOutputTrackerMasterEndpoint stopped!
09:17:36.679 INFO  [Thread-1] org.apache.spark.storage.memory.MemoryStore - MemoryStore cleared
09:17:36.679 INFO  [Thread-1] org.apache.spark.storage.BlockManager - BlockManager stopped
09:17:36.683 INFO  [Thread-1] org.apache.spark.storage.BlockManagerMaster - BlockManagerMaster stopped
09:17:36.685 INFO  [dispatcher-event-loop-4] org.apache.spark.scheduler.OutputCommitCoordinator$OutputCommitCoordinatorEndpoint - OutputCommitCoordinator stopped!
09:17:36.686 INFO  [Thread-1] org.apache.spark.SparkContext - Successfully stopped SparkContext
09:17:36.687 INFO  [Thread-1] org.apache.spark.util.ShutdownHookManager - Shutdown hook called
09:17:36.688 INFO  [Thread-1] org.apache.spark.util.ShutdownHookManager - Deleting directory C:\Users\user\AppData\Local\Temp\spark-9bad686c-c7e5-48a1-9fbc-6d4b2d9feb92
09:20:45.495 INFO  [main] org.apache.spark.SparkContext - Running Spark version 2.2.3
09:20:45.839 INFO  [main] org.apache.spark.SparkContext - Submitted application: demo
09:20:45.855 INFO  [main] org.apache.spark.SecurityManager - Changing view acls to: user
09:20:45.855 INFO  [main] org.apache.spark.SecurityManager - Changing modify acls to: user
09:20:45.855 INFO  [main] org.apache.spark.SecurityManager - Changing view acls groups to: 
09:20:45.855 INFO  [main] org.apache.spark.SecurityManager - Changing modify acls groups to: 
09:20:45.870 INFO  [main] org.apache.spark.SecurityManager - SecurityManager: authentication disabled; ui acls disabled; users  with view permissions: Set(user); groups with view permissions: Set(); users  with modify permissions: Set(user); groups with modify permissions: Set()
09:20:46.323 INFO  [main] org.apache.spark.util.Utils - Successfully started service 'sparkDriver' on port 51444.
09:20:46.339 INFO  [main] org.apache.spark.SparkEnv - Registering MapOutputTracker
09:20:46.355 INFO  [main] org.apache.spark.SparkEnv - Registering BlockManagerMaster
09:20:46.355 INFO  [main] org.apache.spark.storage.BlockManagerMasterEndpoint - Using org.apache.spark.storage.DefaultTopologyMapper for getting topology information
09:20:46.355 INFO  [main] org.apache.spark.storage.BlockManagerMasterEndpoint - BlockManagerMasterEndpoint up
09:20:46.355 INFO  [main] org.apache.spark.storage.DiskBlockManager - Created local directory at C:\Users\user\AppData\Local\Temp\blockmgr-9c03e2e5-a0c7-4c49-8531-9a20a1fbbfd6
09:20:46.370 INFO  [main] org.apache.spark.storage.memory.MemoryStore - MemoryStore started with capacity 1954.5 MB
09:20:46.401 INFO  [main] org.apache.spark.SparkEnv - Registering OutputCommitCoordinator
09:20:46.464 INFO  [main] org.spark_project.jetty.util.log - Logging initialized @2214ms
09:20:46.495 INFO  [main] org.spark_project.jetty.server.Server - jetty-9.3.z-SNAPSHOT
09:20:46.511 INFO  [main] org.spark_project.jetty.server.Server - Started @2265ms
09:20:46.526 INFO  [main] org.spark_project.jetty.server.AbstractConnector - Started ServerConnector@71f67a79{HTTP/1.1,[http/1.1]}{0.0.0.0:4040}
09:20:46.526 INFO  [main] org.apache.spark.util.Utils - Successfully started service 'SparkUI' on port 4040.
09:20:46.542 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@5400db36{/jobs,null,AVAILABLE,@Spark}
09:20:46.542 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@13006998{/jobs/json,null,AVAILABLE,@Spark}
09:20:46.542 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@352c308{/jobs/job,null,AVAILABLE,@Spark}
09:20:46.542 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@5dda6f9{/jobs/job/json,null,AVAILABLE,@Spark}
09:20:46.542 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@54afd745{/stages,null,AVAILABLE,@Spark}
09:20:46.542 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@fff25f1{/stages/json,null,AVAILABLE,@Spark}
09:20:46.542 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@263f04ca{/stages/stage,null,AVAILABLE,@Spark}
09:20:46.542 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@f31c0c6{/stages/stage/json,null,AVAILABLE,@Spark}
09:20:46.542 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@4a9419d7{/stages/pool,null,AVAILABLE,@Spark}
09:20:46.542 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@2e8ab815{/stages/pool/json,null,AVAILABLE,@Spark}
09:20:46.542 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@d1f74b8{/storage,null,AVAILABLE,@Spark}
09:20:46.542 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@3a0807b7{/storage/json,null,AVAILABLE,@Spark}
09:20:46.542 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@5769e7ae{/storage/rdd,null,AVAILABLE,@Spark}
09:20:46.542 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@26b894bd{/storage/rdd/json,null,AVAILABLE,@Spark}
09:20:46.542 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@30b34287{/environment,null,AVAILABLE,@Spark}
09:20:46.542 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@3676ac27{/environment/json,null,AVAILABLE,@Spark}
09:20:46.542 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@48f5bde6{/executors,null,AVAILABLE,@Spark}
09:20:46.558 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@5149f008{/executors/json,null,AVAILABLE,@Spark}
09:20:46.558 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@158d255c{/executors/threadDump,null,AVAILABLE,@Spark}
09:20:46.558 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@327120c8{/executors/threadDump/json,null,AVAILABLE,@Spark}
09:20:46.558 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@2b5cb9b2{/static,null,AVAILABLE,@Spark}
09:20:46.558 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@120f38e6{/,null,AVAILABLE,@Spark}
09:20:46.558 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@702ed190{/api,null,AVAILABLE,@Spark}
09:20:46.558 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@5a4bef8{/jobs/job/kill,null,AVAILABLE,@Spark}
09:20:46.558 INFO  [main] org.spark_project.jetty.server.handler.ContextHandler - Started o.s.j.s.ServletContextHandler@2449cff7{/stages/stage/kill,null,AVAILABLE,@Spark}
